,LineId,Time,Component,Pid,Content,template,EventId
1531,1532,20171223-23:29:5:452,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1532,1533,20171223-23:30:0:165,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1533,1534,20171223-23:31:0:123,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1534,1535,20171223-23:32:0:140,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1535,1536,20171223-23:32:28:792,HiH_HiSyncControl,30002312,startTimer start autoSync,startTimer start autoSync,Event63
1536,1537,20171223-23:32:28:794,HiH_HiSyncControl,30002312,"startSync hiSyncOption = HiSyncOption{syncAction=1, syncMethod=2, syncScope=0, syncDataType=20000, syncModel=2, pushAction=0},app = 1 who = 1",startSync hiSyncOption <*> HiSyncOption{syncAction= <*> syncMethod= <*> syncScope= <*> syncDataType= <*> syncModel= <*> pushAction= <*> app <*> <*> who <*> <*>,Event64
1537,1538,20171223-23:32:28:794,HiH_HiSyncControl,30002312,stepSyncOrNot appSynTimes is 0,stepSyncOrNot appSynTimes is <*>,Event66
1538,1539,20171223-23:32:28:795,HiH_HiSyncControl,30002312,needAutoSync autoSyncSwitch is open,needAutoSync autoSyncSwitch is open,Event67
1539,1540,20171223-23:32:28:795,HiH_HiSyncControl,30002312,"initDataPrivacy the dataPrivacy switch is open, start push health data!","initDataPrivacy the dataPrivacy switch is open, start push health data!",Event68
1540,1541,20171223-23:32:28:796,HiH_,30002312,initDataPrivacy the dataPrivacy is true,initDataPrivacy the dataPrivacy is true,Event69
1541,1542,20171223-23:32:28:796,HiH_HiSyncControl,30002312,"initUserPrivacy the userPrivacy switch is open, start push user data!","initUserPrivacy the userPrivacy switch is open, start push user data!",Event70
1542,1543,20171223-23:32:28:796,HiH_,30002312,initUserPrivacy the userPrivacy is true,initUserPrivacy the userPrivacy is true,Event71
1543,1544,20171223-23:32:28:796,HiH_HiSyncControl,30002312,ifCanSync not! no cloud version,ifCanSync not! no cloud version,Event72
1544,1545,20171223-23:32:28:796,HiH_HiBroadcastUtil,30002312,sendSyncFailedBroadcast,sendSyncFailedBroadcast,Event73
1545,1546,20171223-23:33:0:134,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1546,1547,20171223-23:34:0:84,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1547,1548,20171223-23:35:0:131,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1548,1549,20171223-23:36:0:147,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1549,1550,20171223-23:37:0:167,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1550,1551,20171223-23:37:14:139,Step_LSC,30002312,onStandStepChanged 3786,onStandStepChanged <*>,Event56
1551,1552,20171223-23:37:14:147,Step_LSC,30002312,onExtend:1514043434000 0 0 5,onExtend: <*> <*> <*> <*>,Event57
1552,1553,20171223-23:37:14:440,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514042880000##7214##549659##8661##16256##31589757, getTodayTotalDetailSteps = <*>,Event58
1553,1554,20171223-23:37:14:441,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514043360000##7214##549659##8661##16256##32078759,setTodayTotalDetailSteps= <*>,Event59
1554,1555,20171223-23:37:14:451,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=131208,calculateCaloriesWithCache totalCalories= <*>,Event60
1555,1556,20171223-23:37:14:456,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1556,1557,20171223-23:37:16:138,Step_LSC,30002312,onStandStepChanged 3786,onStandStepChanged <*>,Event56
1557,1558,20171223-23:37:16:149,Step_LSC,30002312,onExtend:1514043436000 0 0 0,onExtend: <*> <*> <*> <*>,Event57
1558,1559,20171223-23:37:16:440,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514043360000##7214##549659##8661##16256##32078759, getTodayTotalDetailSteps = <*>,Event58
1559,1560,20171223-23:37:16:441,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514043360000##7214##549659##8661##16256##32080760,setTodayTotalDetailSteps= <*>,Event59
1560,1561,20171223-23:37:16:456,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=131208,calculateCaloriesWithCache totalCalories= <*>,Event60
1561,1562,20171223-23:37:16:460,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1562,1563,20171223-23:38:0:131,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1563,1564,20171223-23:39:0:132,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1564,1565,20171223-23:40:0:134,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1565,1566,20171223-23:40:10:144,Step_LSC,30002312,onStandStepChanged 3786,onStandStepChanged <*>,Event56
1566,1567,20171223-23:40:10:150,Step_LSC,30002312,onExtend:1514043610000 0 0 5,onExtend: <*> <*> <*> <*>,Event57
1567,1568,20171223-23:40:10:445,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514043360000##7214##549659##8661##16256##32080760, getTodayTotalDetailSteps = <*>,Event58
1568,1569,20171223-23:40:10:446,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514043540000##7214##549659##8661##16256##32254765,setTodayTotalDetailSteps= <*>,Event59
1569,1570,20171223-23:40:10:463,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=131208,calculateCaloriesWithCache totalCalories= <*>,Event60
1570,1571,20171223-23:40:10:472,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1571,1572,20171223-23:40:14:139,Step_LSC,30002312,onStandStepChanged 3786,onStandStepChanged <*>,Event56
1572,1573,20171223-23:40:14:153,Step_LSC,30002312,onExtend:1514043614000 0 0 0,onExtend: <*> <*> <*> <*>,Event57
1573,1574,20171223-23:40:14:440,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514043540000##7214##549659##8661##16256##32254765, getTodayTotalDetailSteps = <*>,Event58
1574,1575,20171223-23:40:14:440,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514043540000##7214##549659##8661##16256##32258759,setTodayTotalDetailSteps= <*>,Event59
1575,1576,20171223-23:40:14:457,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=131208,calculateCaloriesWithCache totalCalories= <*>,Event60
1576,1577,20171223-23:40:14:462,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1577,1578,20171223-23:41:0:155,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1578,1579,20171223-23:42:0:134,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1579,1580,20171223-23:42:38:906,Step_LSC,30002312,onStandStepChanged 3786,onStandStepChanged <*>,Event56
1580,1581,20171223-23:42:38:915,Step_LSC,30002312,onExtend:1514043759000 0 0 0,onExtend: <*> <*> <*> <*>,Event57
1581,1582,20171223-23:42:39:207,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514043540000##7214##549659##8661##16256##32258759, getTodayTotalDetailSteps = <*>,Event58
1582,1583,20171223-23:42:39:207,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514043660000##7214##549659##8661##16256##32403526,setTodayTotalDetailSteps= <*>,Event59
1583,1584,20171223-23:42:39:221,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=131208,calculateCaloriesWithCache totalCalories= <*>,Event60
1584,1585,20171223-23:42:39:225,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1585,1586,20171223-23:43:0:139,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1586,1587,20171223-23:44:0:163,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1587,1588,20171223-23:45:0:128,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1588,1589,20171223-23:46:0:137,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1589,1590,20171223-23:46:7:137,Step_LSC,30002312,onStandStepChanged 3786,onStandStepChanged <*>,Event56
1590,1591,20171223-23:46:7:148,Step_LSC,30002312,onExtend:1514043967000 0 0 5,onExtend: <*> <*> <*> <*>,Event57
1591,1592,20171223-23:46:7:444,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514043660000##7214##549659##8661##16256##32403526, getTodayTotalDetailSteps = <*>,Event58
1592,1593,20171223-23:46:7:444,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514043900000##7214##549659##8661##16256##32611763,setTodayTotalDetailSteps= <*>,Event59
1593,1594,20171223-23:46:7:464,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=131208,calculateCaloriesWithCache totalCalories= <*>,Event60
1594,1595,20171223-23:46:7:467,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1595,1596,20171223-23:46:14:137,Step_LSC,30002312,onStandStepChanged 3786,onStandStepChanged <*>,Event56
1596,1597,20171223-23:46:14:150,Step_LSC,30002312,onExtend:1514043974000 0 0 0,onExtend: <*> <*> <*> <*>,Event57
1597,1598,20171223-23:46:14:439,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514043900000##7214##549659##8661##16256##32611763, getTodayTotalDetailSteps = <*>,Event58
1598,1599,20171223-23:46:14:440,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514043900000##7214##549659##8661##16256##32618758,setTodayTotalDetailSteps= <*>,Event59
1599,1600,20171223-23:46:14:457,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=131208,calculateCaloriesWithCache totalCalories= <*>,Event60
1600,1601,20171223-23:46:14:462,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1601,1602,20171223-23:47:0:156,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1602,1603,20171223-23:48:0:156,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1603,1604,20171223-23:49:0:142,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1604,1605,20171223-23:50:0:130,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1605,1606,20171223-23:50:48:406,Step_LSC,30002312,onStandStepChanged 3786,onStandStepChanged <*>,Event56
1606,1607,20171223-23:50:48:414,Step_LSC,30002312,onExtend:1514044249000 0 0 0,onExtend: <*> <*> <*> <*>,Event57
1607,1608,20171223-23:50:48:707,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514043900000##7214##549659##8661##16256##32618758, getTodayTotalDetailSteps = <*>,Event58
1608,1609,20171223-23:50:48:708,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044140000##7214##549659##8661##16256##32893026,setTodayTotalDetailSteps= <*>,Event59
1609,1610,20171223-23:50:48:718,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=131208,calculateCaloriesWithCache totalCalories= <*>,Event60
1610,1611,20171223-23:50:48:722,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1611,1612,20171223-23:51:0:123,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1612,1613,20171223-23:52:0:154,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1613,1614,20171223-23:52:57:138,Step_LSC,30002312,onStandStepChanged 3786,onStandStepChanged <*>,Event56
1614,1615,20171223-23:52:57:155,Step_LSC,30002312,onExtend:1514044377000 0 0 5,onExtend: <*> <*> <*> <*>,Event57
1615,1616,20171223-23:52:57:444,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514044140000##7214##549659##8661##16256##32893026, getTodayTotalDetailSteps = <*>,Event58
1616,1617,20171223-23:52:57:444,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044260000##7214##549659##8661##16256##33021763,setTodayTotalDetailSteps= <*>,Event59
1617,1618,20171223-23:52:57:453,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=131208,calculateCaloriesWithCache totalCalories= <*>,Event60
1618,1619,20171223-23:52:57:456,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1619,1620,20171223-23:53:0:133,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1620,1621,20171223-23:53:0:141,Step_LSC,30002312,onStandStepChanged 3786,onStandStepChanged <*>,Event56
1621,1622,20171223-23:53:0:147,Step_LSC,30002312,onExtend:1514044380000 0 0 0,onExtend: <*> <*> <*> <*>,Event57
1622,1623,20171223-23:53:0:441,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514044260000##7214##549659##8661##16256##33021763, getTodayTotalDetailSteps = <*>,Event58
1623,1624,20171223-23:53:0:442,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33024761,setTodayTotalDetailSteps= <*>,Event59
1624,1625,20171223-23:53:0:450,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=131208,calculateCaloriesWithCache totalCalories= <*>,Event60
1625,1626,20171223-23:53:0:453,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1626,1627,20171223-23:53:15:137,Step_LSC,30002312,onStandStepChanged 3786,onStandStepChanged <*>,Event56
1627,1628,20171223-23:53:15:153,Step_LSC,30002312,onExtend:1514044395000 0 0 5,onExtend: <*> <*> <*> <*>,Event57
1628,1629,20171223-23:53:15:438,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514044320000##7214##549659##8661##16256##33024761, getTodayTotalDetailSteps = <*>,Event58
1629,1630,20171223-23:53:15:439,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33039758,setTodayTotalDetailSteps= <*>,Event59
1630,1631,20171223-23:53:15:455,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=131208,calculateCaloriesWithCache totalCalories= <*>,Event60
1631,1632,20171223-23:53:15:464,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1632,1633,20171223-23:53:17:137,Step_LSC,30002312,onStandStepChanged 3786,onStandStepChanged <*>,Event56
1633,1634,20171223-23:53:17:156,Step_LSC,30002312,onExtend:1514044397000 0 0 0,onExtend: <*> <*> <*> <*>,Event57
1634,1635,20171223-23:53:17:443,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514044320000##7214##549659##8661##16256##33039758, getTodayTotalDetailSteps = <*>,Event58
1635,1636,20171223-23:53:17:444,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33041763,setTodayTotalDetailSteps= <*>,Event59
1636,1637,20171223-23:53:17:467,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=131208,calculateCaloriesWithCache totalCalories= <*>,Event60
1637,1638,20171223-23:53:17:472,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1638,1639,20171223-23:53:25:139,Step_LSC,30002312,onStandStepChanged 3786,onStandStepChanged <*>,Event56
1639,1640,20171223-23:53:25:146,Step_LSC,30002312,onExtend:1514044405000 0 0 5,onExtend: <*> <*> <*> <*>,Event57
1640,1641,20171223-23:53:25:440,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514044320000##7214##549659##8661##16256##33041763, getTodayTotalDetailSteps = <*>,Event58
1641,1642,20171223-23:53:25:441,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33049759,setTodayTotalDetailSteps= <*>,Event59
1642,1643,20171223-23:53:25:452,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=131208,calculateCaloriesWithCache totalCalories= <*>,Event60
1643,1644,20171223-23:53:25:456,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1644,1645,20171223-23:53:31:137,Step_LSC,30002312,onStandStepChanged 3786,onStandStepChanged <*>,Event56
1645,1646,20171223-23:53:31:151,Step_LSC,30002312,onExtend:1514044411000 0 0 0,onExtend: <*> <*> <*> <*>,Event57
1646,1647,20171223-23:53:31:441,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514044320000##7214##549659##8661##16256##33049759, getTodayTotalDetailSteps = <*>,Event58
1647,1648,20171223-23:53:31:441,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33055760,setTodayTotalDetailSteps= <*>,Event59
1648,1649,20171223-23:53:31:452,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=131208,calculateCaloriesWithCache totalCalories= <*>,Event60
1649,1650,20171223-23:53:31:458,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1650,1651,20171223-23:53:40:143,Step_LSC,30002312,onStandStepChanged 3786,onStandStepChanged <*>,Event56
1651,1652,20171223-23:53:40:152,Step_LSC,30002312,onExtend:1514044420000 0 0 5,onExtend: <*> <*> <*> <*>,Event57
1652,1653,20171223-23:53:40:447,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514044320000##7214##549659##8661##16256##33055760, getTodayTotalDetailSteps = <*>,Event58
1653,1654,20171223-23:53:40:448,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33064766,setTodayTotalDetailSteps= <*>,Event59
1654,1655,20171223-23:53:40:466,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=131208,calculateCaloriesWithCache totalCalories= <*>,Event60
1655,1656,20171223-23:53:40:475,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1656,1657,20171223-23:53:42:137,Step_LSC,30002312,onStandStepChanged 3786,onStandStepChanged <*>,Event56
1657,1658,20171223-23:53:42:149,Step_LSC,30002312,onExtend:1514044422000 0 0 0,onExtend: <*> <*> <*> <*>,Event57
1658,1659,20171223-23:53:42:440,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514044320000##7214##549659##8661##16256##33064766, getTodayTotalDetailSteps = <*>,Event58
1659,1660,20171223-23:53:42:440,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33066759,setTodayTotalDetailSteps= <*>,Event59
1660,1661,20171223-23:53:42:456,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=131208,calculateCaloriesWithCache totalCalories= <*>,Event60
1661,1662,20171223-23:53:42:460,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1662,1663,20171223-23:53:51:138,Step_LSC,30002312,onStandStepChanged 3786,onStandStepChanged <*>,Event56
1663,1664,20171223-23:53:51:153,Step_LSC,30002312,onExtend:1514044431000 0 0 5,onExtend: <*> <*> <*> <*>,Event57
1664,1665,20171223-23:53:51:439,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514044320000##7214##549659##8661##16256##33066759, getTodayTotalDetailSteps = <*>,Event58
1665,1666,20171223-23:53:51:440,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33075759,setTodayTotalDetailSteps= <*>,Event59
1666,1667,20171223-23:53:51:456,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=131208,calculateCaloriesWithCache totalCalories= <*>,Event60
1667,1668,20171223-23:53:51:470,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1668,1669,20171223-23:53:57:143,Step_LSC,30002312,onStandStepChanged 3786,onStandStepChanged <*>,Event56
1669,1670,20171223-23:53:57:153,Step_LSC,30002312,onExtend:1514044437000 0 0 0,onExtend: <*> <*> <*> <*>,Event57
1670,1671,20171223-23:53:57:445,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514044320000##7214##549659##8661##16256##33075759, getTodayTotalDetailSteps = <*>,Event58
1671,1672,20171223-23:53:57:446,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33081765,setTodayTotalDetailSteps= <*>,Event59
1672,1673,20171223-23:53:57:459,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=131208,calculateCaloriesWithCache totalCalories= <*>,Event60
1673,1674,20171223-23:53:57:463,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1674,1675,20171223-23:54:0:148,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1675,1676,20171223-23:54:28:137,Step_LSC,30002312,onStandStepChanged 3786,onStandStepChanged <*>,Event56
1676,1677,20171223-23:54:28:160,Step_LSC,30002312,onExtend:1514044468000 0 0 5,onExtend: <*> <*> <*> <*>,Event57
1677,1678,20171223-23:54:28:452,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514044320000##7214##549659##8661##16256##33081765, getTodayTotalDetailSteps = <*>,Event58
1678,1679,20171223-23:54:28:452,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33112771,setTodayTotalDetailSteps= <*>,Event59
1679,1680,20171223-23:54:28:462,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=131208,calculateCaloriesWithCache totalCalories= <*>,Event60
1680,1681,20171223-23:54:28:467,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1681,1682,20171223-23:54:29:137,Step_LSC,30002312,onStandStepChanged 3786,onStandStepChanged <*>,Event56
1682,1683,20171223-23:54:29:149,Step_LSC,30002312,onExtend:1514044469000 0 0 0,onExtend: <*> <*> <*> <*>,Event57
1683,1684,20171223-23:54:29:438,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514044380000##7214##549659##8661##16256##33112771, getTodayTotalDetailSteps = <*>,Event58
1684,1685,20171223-23:54:29:439,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33113758,setTodayTotalDetailSteps= <*>,Event59
1685,1686,20171223-23:54:29:456,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=131208,calculateCaloriesWithCache totalCalories= <*>,Event60
1686,1687,20171223-23:54:29:459,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1687,1688,20171223-23:54:34:138,Step_LSC,30002312,onStandStepChanged 3786,onStandStepChanged <*>,Event56
1688,1689,20171223-23:54:34:147,Step_LSC,30002312,onExtend:1514044474000 0 0 5,onExtend: <*> <*> <*> <*>,Event57
1689,1690,20171223-23:54:34:439,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514044380000##7214##549659##8661##16256##33113758, getTodayTotalDetailSteps = <*>,Event58
1690,1691,20171223-23:54:34:439,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33118758,setTodayTotalDetailSteps= <*>,Event59
1691,1692,20171223-23:54:34:448,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=131208,calculateCaloriesWithCache totalCalories= <*>,Event60
1692,1693,20171223-23:54:34:452,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1693,1694,20171223-23:54:35:137,Step_LSC,30002312,onStandStepChanged 3786,onStandStepChanged <*>,Event56
1694,1695,20171223-23:54:35:147,Step_LSC,30002312,onExtend:1514044475000 0 0 0,onExtend: <*> <*> <*> <*>,Event57
1695,1696,20171223-23:54:35:442,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514044380000##7214##549659##8661##16256##33118758, getTodayTotalDetailSteps = <*>,Event58
1696,1697,20171223-23:54:35:442,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33119761,setTodayTotalDetailSteps= <*>,Event59
1697,1698,20171223-23:54:35:460,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=131208,calculateCaloriesWithCache totalCalories= <*>,Event60
1698,1699,20171223-23:54:35:465,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1699,1700,20171223-23:54:45:137,Step_LSC,30002312,onStandStepChanged 3786,onStandStepChanged <*>,Event56
1700,1701,20171223-23:54:45:151,Step_LSC,30002312,onExtend:1514044485000 0 0 5,onExtend: <*> <*> <*> <*>,Event57
1701,1702,20171223-23:54:45:448,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514044380000##7214##549659##8661##16256##33119761, getTodayTotalDetailSteps = <*>,Event58
1702,1703,20171223-23:54:45:449,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33129767,setTodayTotalDetailSteps= <*>,Event59
1703,1704,20171223-23:54:45:465,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=131208,calculateCaloriesWithCache totalCalories= <*>,Event60
1704,1705,20171223-23:54:45:470,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1705,1706,20171223-23:54:47:146,Step_LSC,30002312,onStandStepChanged 3786,onStandStepChanged <*>,Event56
1706,1707,20171223-23:54:47:155,Step_LSC,30002312,onExtend:1514044487000 0 0 0,onExtend: <*> <*> <*> <*>,Event57
