,LineId,Time,Program,Content,template,EventId
1748,1749,07.27 03:00:21,chrome.exe *64,clients5.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1749,1750,07.27 03:00:21,chrome.exe *64,clients5.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1750,1751,07.27 03:00:21,chrome.exe *64,clients5.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1751,1752,07.27 03:00:21,chrome.exe *64,hangouts.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1752,1753,07.27 03:00:21,chrome.exe *64,clientservices.googleapis.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1753,1754,07.27 03:00:21,chrome.exe *64,clients5.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1754,1755,07.27 03:00:21,chrome.exe *64,clients5.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1755,1756,07.27 03:00:21,chrome.exe *64,play.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1756,1757,07.27 03:00:27,Dropbox.exe,"bolt.dropbox.com:443 close, 0 bytes sent, 0 bytes received, lifetime <1 sec","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1757,1758,07.27 03:00:29,chrome.exe *64,ssl.gstatic.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1758,1759,07.27 03:00:34,SogouCloud.exe,"get.sogou.com:80 close, 651 bytes sent, 328 bytes received, lifetime <1 sec","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1759,1760,07.27 03:01:09,SogouCloud.exe,get.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1760,1761,07.27 03:01:10,SogouCloud.exe,get.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1761,1762,07.27 03:01:10,SogouCloud.exe,"get.sogou.com:80 close, 671 bytes sent, 328 bytes received, lifetime <1 sec","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1762,1763,07.27 03:01:20,Dropbox.exe,"client-lb.dropbox.com:443 close, 1531 bytes (1.49 KB) sent, 16765 bytes (16.3 KB) received, lifetime 01:01","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1763,1764,07.27 03:05:27,YodaoDict.exe,"dict.youdao.com:80 close, 941 bytes sent, 163 bytes received, lifetime 05:00","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1764,1765,07.27 03:05:29,chrome.exe *64,"clients2.google.com:443 close, 733 bytes sent, 292 bytes received, lifetime 04:00","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1765,1766,07.27 03:12:24,chrome.exe *64,clients6.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1766,1767,07.27 03:15:43,chrome.exe *64,mtalk.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1767,1768,07.27 03:25:29,chrome.exe *64,clients2.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1768,1769,07.27 03:35:18,chrome.exe *64,play.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1769,1770,07.27 03:36:32,chrome.exe *64,mail.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1770,1771,07.27 03:47:56,Dropbox.exe,"client-cf.dropbox.com:443 close, 5129 bytes (5.00 KB) sent, 17049 bytes (16.6 KB) received, lifetime 01:01","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1771,1772,07.27 04:00:12,SogouCloud.exe,"security.ie.sogou.com:80 close, 735 bytes sent, 184 bytes received, lifetime 00:01","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1772,1773,07.27 04:00:18,Dropbox.exe,"client-cf.dropbox.com:443 close, 0 bytes sent, 0 bytes received, lifetime <1 sec","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1773,1774,07.27 04:00:27,Dropbox.exe,d.dropbox.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1774,1775,07.27 04:01:40,SGTool.exe,"config.pinyin.sogou.com:80 close, 545 bytes sent, 278 bytes received, lifetime 01:05","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1775,1776,07.27 04:05:01,QQProtectUpd.exe,qdun-data.qq.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1776,1777,07.27 04:09:24,chrome.exe *64,"play.google.com:443 close, 8399 bytes (8.20 KB) sent, 9521 bytes (9.29 KB) received, lifetime 09:01","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1777,1778,07.27 04:12:38,chrome.exe *64,clients6.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1778,1779,07.27 04:17:03,chrome.exe *64,"mtalk.google.com:5228 error : Could not connect through proxy proxy.cse.cuhk.edu.hk:5070 - Proxy server cannot establish a connection with the target, status code 403","<*> <*> error Could not connect through proxy proxy.cse.cuhk.edu.hk <*> - Proxy server cannot establish a connection with the target, status code <*>",Event7
1779,1780,07.27 04:19:13,chrome.exe *64,"www.evernote.com:443 close, 2214 bytes (2.16 KB) sent, 5451 bytes (5.32 KB) received, lifetime 04:00","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1780,1781,07.27 04:19:15,Dropbox.exe,"d.dropbox.com:443 close, 1821 bytes (1.77 KB) sent, 4970 bytes (4.85 KB) received, lifetime 01:01","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1781,1782,07.27 04:19:49,chrome.exe *64,"play.google.com:443 close, 6339 bytes (6.19 KB) sent, 3969 bytes (3.87 KB) received, lifetime 04:22","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1782,1783,07.27 04:19:50,chrome.exe *64,"www.googleadservices.com:443 close, 1188 bytes (1.16 KB) sent, 5007 bytes (4.88 KB) received, lifetime 04:00","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1783,1784,07.27 04:38:15,chrome.exe *64,"mtalk.google.com:5228 error : Could not connect through proxy proxy.cse.cuhk.edu.hk:5070 - Proxy server cannot establish a connection with the target, status code 403","<*> <*> error Could not connect through proxy proxy.cse.cuhk.edu.hk <*> - Proxy server cannot establish a connection with the target, status code <*>",Event7
1784,1785,07.27 04:44:20,chrome.exe *64,"clients4.google.com:443 close, 1738 bytes (1.69 KB) sent, 487 bytes received, lifetime 04:00","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1785,1786,07.27 04:51:30,chrome.exe *64,play.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1786,1787,07.27 04:53:56,chrome.exe *64,"clients6.google.com:443 close, 2867 bytes (2.79 KB) sent, 1014 bytes received, lifetime 05:12","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1787,1788,07.27 05:00:13,SogouCloud.exe,"security.ie.sogou.com:80 close, 691 bytes sent, 184 bytes received, lifetime <1 sec","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1788,1789,07.27 05:00:22,Dropbox.exe,"block.dropbox.com:443 close, 0 bytes sent, 0 bytes received, lifetime <1 sec","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1789,1790,07.27 05:00:49,SGTool.exe,info.pinyin.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1790,1791,07.27 05:00:50,SGTool.exe,tc.dl.pinyin.sogoucdn.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1791,1792,07.27 05:00:52,SGTool.exe,tc.dl.pinyin.sogoucdn.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1792,1793,07.27 05:00:53,SGTool.exe,tc.dl.pinyin.sogoucdn.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1793,1794,07.27 05:00:53,SGTool.exe,"tc.dl.pinyin.sogoucdn.com:80 close, 158 bytes sent, 33899 bytes (33.1 KB) received, lifetime <1 sec","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1794,1795,07.27 05:00:55,SGTool.exe,"tc.dl.pinyin.sogoucdn.com:80 close, 158 bytes sent, 46624 bytes (45.5 KB) received, lifetime <1 sec","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1795,1796,07.27 05:01:12,SogouCloud.exe,get.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1796,1797,07.27 05:02:32,chrome.exe *64,"qa.sockets.stackexchange.com:443 close, 4755 bytes (4.64 KB) sent, 4917 bytes (4.80 KB) received, lifetime 02:02:11","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1797,1798,07.27 05:04:15,chrome.exe *64,"www.evernote.com:443 close, 2485 bytes (2.42 KB) sent, 2359 bytes (2.30 KB) received, lifetime 04:01","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1798,1799,07.27 05:04:38,chrome.exe *64,"13.client-channel.google.com:443 close, 14267 bytes (13.9 KB) sent, 36698 bytes (35.8 KB) received, lifetime 48:06","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1799,1800,07.27 05:05:50,chrome.exe *64,qa.sockets.stackexchange.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*> <*> error0 Could not connect to proxy proxy.cse.cuhk.edu.hk <*> - connection attempt failed with error1 <*>,Event4
1800,1801,07.27 05:05:51,chrome.exe *64,13.client-channel.google.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*> <*> error0 Could not connect to proxy proxy.cse.cuhk.edu.hk <*> - connection attempt failed with error1 <*>,Event4
1801,1802,07.27 05:05:52,chrome.exe *64,13.client-channel.google.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*> <*> error0 Could not connect to proxy proxy.cse.cuhk.edu.hk <*> - connection attempt failed with error1 <*>,Event4
1802,1803,07.27 05:05:52,chrome.exe *64,13.client-channel.google.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*> <*> error0 Could not connect to proxy proxy.cse.cuhk.edu.hk <*> - connection attempt failed with error1 <*>,Event4
1803,1804,07.27 05:05:53,chrome.exe *64,www.google.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*> <*> error0 Could not connect to proxy proxy.cse.cuhk.edu.hk <*> - connection attempt failed with error1 <*>,Event4
1804,1805,07.27 05:05:53,Dropbox.exe,client-cf.dropbox.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*> <*> error0 Could not connect to proxy proxy.cse.cuhk.edu.hk <*> - connection attempt failed with error1 <*>,Event4
1805,1806,07.27 05:05:54,chrome.exe *64,qa.sockets.stackexchange.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*> <*> error0 Could not connect to proxy proxy.cse.cuhk.edu.hk <*> - connection attempt failed with error1 <*>,Event4
1806,1807,07.27 05:05:54,chrome.exe *64,16.client-channel.google.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*> <*> error0 Could not connect to proxy proxy.cse.cuhk.edu.hk <*> - connection attempt failed with error1 <*>,Event4
1807,1808,07.27 05:05:56,Dropbox.exe,bolt.dropbox.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*> <*> error0 Could not connect to proxy proxy.cse.cuhk.edu.hk <*> - connection attempt failed with error1 <*>,Event4
1808,1809,07.27 05:06:01,Dropbox.exe,bolt.dropbox.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*> <*> error0 Could not connect to proxy proxy.cse.cuhk.edu.hk <*> - connection attempt failed with error1 <*>,Event4
1809,1810,07.27 05:06:08,chrome.exe *64,www.google.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*> <*> error0 Could not connect to proxy proxy.cse.cuhk.edu.hk <*> - connection attempt failed with error1 <*>,Event4
1810,1811,07.27 05:06:09,Dropbox.exe,bolt.dropbox.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*> <*> error0 Could not connect to proxy proxy.cse.cuhk.edu.hk <*> - connection attempt failed with error1 <*>,Event4
1811,1812,07.27 05:06:13,chrome.exe *64,16.client-channel.google.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*> <*> error0 Could not connect to proxy proxy.cse.cuhk.edu.hk <*> - connection attempt failed with error1 <*>,Event4
1812,1813,07.27 05:06:15,chrome.exe *64,www.google.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*> <*> error0 Could not connect to proxy proxy.cse.cuhk.edu.hk <*> - connection attempt failed with error1 <*>,Event4
1813,1814,07.27 05:06:22,chrome.exe *64,mtalk.google.com:5228 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*> <*> error0 Could not connect to proxy proxy.cse.cuhk.edu.hk <*> - connection attempt failed with error1 <*>,Event4
1814,1815,07.27 05:06:32,chrome.exe *64,www.google.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*> <*> error0 Could not connect to proxy proxy.cse.cuhk.edu.hk <*> - connection attempt failed with error1 <*>,Event4
1815,1816,07.27 05:06:40,Dropbox.exe,client-lb.dropbox.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*> <*> error0 Could not connect to proxy proxy.cse.cuhk.edu.hk <*> - connection attempt failed with error1 <*>,Event4
1816,1817,07.27 05:07:02,Dropbox.exe,bolt.dropbox.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*> <*> error0 Could not connect to proxy proxy.cse.cuhk.edu.hk <*> - connection attempt failed with error1 <*>,Event4
1817,1818,07.27 05:07:06,chrome.exe *64,16.client-channel.google.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*> <*> error0 Could not connect to proxy proxy.cse.cuhk.edu.hk <*> - connection attempt failed with error1 <*>,Event4
1818,1819,07.27 05:08:27,Dropbox.exe,bolt.dropbox.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*> <*> error0 Could not connect to proxy proxy.cse.cuhk.edu.hk <*> - connection attempt failed with error1 <*>,Event4
1819,1820,07.27 05:08:29,Dropbox.exe,bolt.dropbox.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*> <*> error0 Could not connect to proxy proxy.cse.cuhk.edu.hk <*> - connection attempt failed with error1 <*>,Event4
1820,1821,07.27 05:09:52,Dropbox.exe,bolt.dropbox.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*> <*> error0 Could not connect to proxy proxy.cse.cuhk.edu.hk <*> - connection attempt failed with error1 <*>,Event4
1821,1822,07.27 05:10:59,Dropbox.exe,bolt.dropbox.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*> <*> error0 Could not connect to proxy proxy.cse.cuhk.edu.hk <*> - connection attempt failed with error1 <*>,Event4
1822,1823,07.27 05:11:29,Dropbox.exe,bolt.dropbox.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*> <*> error0 Could not connect to proxy proxy.cse.cuhk.edu.hk <*> - connection attempt failed with error1 <*>,Event4
1823,1824,07.27 05:11:34,chrome.exe *64,16.client-channel.google.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,16.client-channel.google.com <*> error0 Could not connect to proxy proxy.cse.cuhk.edu.hk <*> - connection attempt failed with error1 <*>,Event5
1824,1825,07.27 05:12:56,Dropbox.exe,bolt.dropbox.com:443 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - connection attempt failed with error 10061,<*> <*> error0 Could not connect to proxy proxy.cse.cuhk.edu.hk <*> - connection attempt failed with error1 <*>,Event4
1825,1826,07.27 05:14:50,chrome.exe *64,clients6.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1826,1827,07.27 05:18:06,chrome.exe *64,clients4.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1827,1828,07.27 05:20:57,chrome.exe *64,"clients6.google.com:443 close, 3215 bytes (3.13 KB) sent, 1174 bytes (1.14 KB) received, lifetime 06:07","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1828,1829,07.27 05:21:11,SGTool.exe,p3p.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1829,1830,07.27 05:26:50,chrome.exe *64,clients6.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1830,1831,07.27 05:29:51,Dropbox.exe,"bolt.dropbox.com:443 close, 15427 bytes (15.0 KB) sent, 8268 bytes (8.07 KB) received, lifetime 15:31","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1831,1832,07.27 05:30:23,Dropbox.exe,client-cf.dropbox.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1832,1833,07.27 05:30:23,Dropbox.exe,"client-cf.dropbox.com:443 close, 0 bytes sent, 0 bytes received, lifetime <1 sec","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1833,1834,07.27 05:30:41,chrome.exe *64,"clients6.google.com:443 close, 6895 bytes (6.73 KB) sent, 3475 bytes (3.39 KB) received, lifetime 01:39","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1834,1835,07.27 05:32:52,chrome.exe *64,"clients4.google.com:443 close, 2302 bytes (2.24 KB) sent, 5187 bytes (5.06 KB) received, lifetime 02:02","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1835,1836,07.27 05:45:16,chrome.exe *64,www.evernote.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1836,1837,07.27 05:45:24,Dropbox.exe,block.dropbox.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1837,1838,07.27 06:00:11,YodaoDict.exe,cidian.youdao.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1838,1839,07.27 06:00:14,SogouCloud.exe,"security.ie.sogou.com:80 close, 691 bytes sent, 184 bytes received, lifetime <1 sec","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1839,1840,07.27 06:00:25,Dropbox.exe,"client-cf.dropbox.com:443 close, 0 bytes sent, 0 bytes received, lifetime <1 sec","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1840,1841,07.27 06:01:12,SGTool.exe,"info.pinyin.sogou.com:80 close, 1035 bytes (1.01 KB) sent, 40820 bytes (39.8 KB) received, lifetime 00:30","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1841,1842,07.27 06:01:20,Dropbox.exe,"client-cf.dropbox.com:443 close, 913 bytes sent, 3881 bytes (3.79 KB) received, lifetime 01:00","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1842,1843,07.27 06:15:26,Dropbox.exe,"block.dropbox.com:443 close, 0 bytes sent, 0 bytes received, lifetime <1 sec","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1843,1844,07.27 06:19:08,chrome.exe *64,"mtalk.google.com:5228 error : Could not connect through proxy proxy.cse.cuhk.edu.hk:5070 - Proxy server cannot establish a connection with the target, status code 403","<*> <*> error Could not connect through proxy proxy.cse.cuhk.edu.hk <*> - Proxy server cannot establish a connection with the target, status code <*>",Event7
1844,1845,07.27 06:34:38,chrome.exe *64,"mtalk.google.com:5228 error : Could not connect through proxy proxy.cse.cuhk.edu.hk:5070 - Proxy server cannot establish a connection with the target, status code 403","<*> <*> error Could not connect through proxy proxy.cse.cuhk.edu.hk <*> - Proxy server cannot establish a connection with the target, status code <*>",Event7
1845,1846,07.27 06:45:28,Dropbox.exe,client-lb.dropbox.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1846,1847,07.27 06:48:40,chrome.exe *64,"clients6.google.com:443 close, 5304 bytes (5.17 KB) sent, 4396 bytes (4.29 KB) received, lifetime 09:38","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1847,1848,07.27 07:00:16,chrome.exe *64,clients6.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1848,1849,07.27 07:01:13,SogouCloud.exe,"get.sogou.com:80 close, 651 bytes sent, 328 bytes received, lifetime 00:01","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1849,1850,07.27 07:01:13,SogouCloud.exe,"get.sogou.com:80 close, 651 bytes sent, 328 bytes received, lifetime <1 sec","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1850,1851,07.27 07:01:17,SogouCloud.exe,get.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1851,1852,07.27 07:01:17,360AP.exe,p5.ssl.qhimg.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1852,1853,07.27 07:01:19,SogouCloud.exe,"get.sogou.com:80 close, 651 bytes sent, 328 bytes received, lifetime <1 sec","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1853,1854,07.27 07:01:19,SogouCloud.exe,get.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1854,1855,07.27 07:01:28,360AP.exe,"p2.qhimg.com:80 close, 230 bytes sent, 1125 bytes (1.09 KB) received, lifetime 00:09","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1855,1856,07.27 07:01:54,SogouCloud.exe,get.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1856,1857,07.27 07:01:55,SogouCloud.exe,"get.sogou.com:80 close, 651 bytes sent, 328 bytes received, lifetime <1 sec","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1857,1858,07.27 07:02:32,chrome.exe *64,"safebrowsing.googleapis.com:443 close, 1848 bytes (1.80 KB) sent, 2305 bytes (2.25 KB) received, lifetime 04:00","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1858,1859,07.27 07:04:19,chrome.exe *64,"www.evernote.com:443 close, 2486 bytes (2.42 KB) sent, 2337 bytes (2.28 KB) received, lifetime 04:00","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1859,1860,07.27 07:04:29,chrome.exe *64,play.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1860,1861,07.27 07:05:35,SGTool.exe,info.pinyin.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1861,1862,07.27 07:05:36,SGTool.exe,info.pinyin.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1862,1863,07.27 07:06:06,SGTool.exe,"info.pinyin.sogou.com:80 close, 561 bytes sent, 166 bytes received, lifetime 00:30","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1863,1864,07.27 07:12:37,Dropbox.exe,"d.dropbox.com:443 close, 2560 bytes (2.50 KB) sent, 4976 bytes (4.85 KB) received, lifetime 01:01","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1864,1865,07.27 07:16:03,chrome.exe *64,play.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
1865,1866,07.27 07:24:38,chrome.exe *64,"13.client-channel.google.com:443 close, 16473 bytes (16.0 KB) sent, 42641 bytes (41.6 KB) received, lifetime 01:07:47","<*> <*> close, <*> bytes0 sent, <*> bytes1 received, lifetime <*> <*>",Event6
1866,1867,07.27 07:27:08,chrome.exe *64,clients6.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*> <*> open through proxy <*> <*> HTTPS,Event8
