,LineId,Month,Date,Time,User,Component,PID,Address,Content,template,EventId
1481,1482,Jul,6,14:56:48,calvisitor-10-105-162-178,kernel,0,,"en0: channel changed to 36,+1",en0: channel changed to <*> <*>,Event220
1482,1483,Jul,6,14:56:48,calvisitor-10-105-162-178,kernel,0,,"RTC: Maintenance 2017/7/6 21:56:47, sleep 2017/7/6 21:44:10",RTC: Maintenance <*> <*> sleep <*> <*>,Event258
1483,1484,Jul,6,14:56:48,calvisitor-10-105-162-178,kernel,0,,Previous sleep cause: 5,Previous sleep cause: <*>,Event345
1484,1485,Jul,6,14:57:16,calvisitor-10-105-162-178,ksfetch,37061,,2017-07-06 14:57:16.261 ksfetch[37061/0x7fff79824000] [lvl=2] KSHelperReceiveAllData() KSHelperTool read 1999 bytes from stdin.,<*> <*> ksfetch[ <*> [ lvl=2] KSHelperReceiveAllData() KSHelperTool read <*> bytes from stdin.,Event261
1485,1486,Jul,6,14:57:16,calvisitor-10-105-162-178,GoogleSoftwareUpdateAgent,37059,,"2017-07-06 14:57:16.661 GoogleSoftwareUpdateAgent[37059/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: ""https://tools.google.com/service/update2?cup2hreq=37fbcb7ab6829be04567976e3212d7a67627aef11546f8b7013d4cffaf51f739&cup2key=7:4200177539""",<*> <*> GoogleSoftwareUpdateAgent[ <*> [ lvl=2] -[ KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: <*>,Event221
1486,1487,Jul,6,14:57:16,calvisitor-10-105-162-178,GoogleSoftwareUpdateAgent,37059,,2017-07-06 14:57:16.667 GoogleSoftwareUpdateAgent[37059/0x7000002a0000] [lvl=2] -[KSAgentApp(KeystoneDelegate) updateEngineFinishedWithErrors:] Keystone finished: errors=0,<*> <*> GoogleSoftwareUpdateAgent[ <*> [ lvl=2] -[ KSAgentApp(KeystoneDelegate) updateEngineFinishedWithErrors:] Keystone finished: errors=0,Event394
1487,1488,Jul,6,15:10:30,calvisitor-10-105-162-178,kernel,0,,"ARPT: 740174.102665: wl0: MDNS: 0 SRV Recs, 0 TXT Recs","ARPT: <*> wl0: MDNS: <*> SRV Recs, <*> TXT Recs",Event222
1488,1489,Jul,6,15:24:08,calvisitor-10-105-162-178,com.apple.CDScheduler,258,,Thermal pressure state: 1 Memory pressure state: 0,Thermal pressure0 state:0 <*> Memory pressure1 state:1 <*>,Event319
1489,1490,Jul,6,15:30:53,calvisitor-10-105-162-178,kernel,0,,AppleThunderboltNHIType2::prePCIWake - power up complete - took 1 us,AppleThunderboltNHIType2::prePCIWake <*> power up complete <*> took <*> us,Event281
1490,1491,Jul,6,15:30:54,calvisitor-10-105-162-178,kernel,0,,ARPT: 740226.968934: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],ARPT: <*> AirPort_Brcm43xx::platformWoWEnable: WWEN[ disable] ,Event285
1491,1492,Jul,6,15:45:08,calvisitor-10-105-162-178,kernel,0,,ARPT: 740345.497593: AirPort_Brcm43xx::syncPowerState: WWEN[enabled],ARPT: <*> AirPort_Brcm43xx::syncPowerState: WWEN[ enabled] ,Event375
1492,1493,Jul,6,15:45:08,calvisitor-10-105-162-178,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route <*> <*> port <*> <*> unplug <*> <*>,Event357
1493,1494,Jul,6,15:45:08,calvisitor-10-105-162-178,kernel,0,,in6_unlink_ifa: IPv6 address 0x77c911454f152b8b has no prefix,in6_unlink_ifa: IPv6 address <*> has no prefix,Event366
1494,1495,Jul,6,15:58:40,calvisitor-10-105-162-178,kernel,0,,ARPT: 740352.115529: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable],ARPT: <*> AirPort_Brcm43xx::platformWoWEnable: WWEN[ enable] ,Event339
1495,1496,Jul,6,16:12:15,calvisitor-10-105-162-178,kernel,0,,AppleThunderboltNHIType2::prePCIWake - power up complete - took 1 us,AppleThunderboltNHIType2::prePCIWake <*> power up complete <*> took <*> us,Event281
1496,1497,Jul,6,16:12:15,calvisitor-10-105-162-178,kernel,0,,Previous sleep cause: 5,Previous sleep cause: <*>,Event345
1497,1498,Jul,6,16:12:15,authorMacBook-Pro,Dock,307,,-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=0 (null)/(null) opts=(null) when=2017-07-06 23:12:15 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319),-[ UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=0 (null)/(null) opts=(null) <*> <*> <*> confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m <*>,Event404
1498,1499,Jul,6,16:12:20,calvisitor-10-105-162-178,kernel,0,,AppleCamIn::handleWakeEvent_gated,AppleCamIn::handleWakeEvent_gated,Event312
1499,1500,Jul,6,16:15:50,calvisitor-10-105-162-178,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route <*> <*> port <*> <*> unplug <*> <*>,Event357
1500,1501,Jul,6,16:16:11,calvisitor-10-105-162-178,com.apple.CDScheduler,258,,Thermal pressure state: 0 Memory pressure state: 0,Thermal pressure0 state:0 <*> Memory pressure1 state:1 <*>,Event319
1501,1502,Jul,6,16:17:36,authorMacBook-Pro,kernel,0,,AppleCamIn::wakeEventHandlerThread,AppleCamIn::wakeEventHandlerThread,Event411
1502,1503,Jul,6,16:17:39,authorMacBook-Pro,symptomsd,215,,__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2,<*> NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:] _block_invoke unexpected switch value <*>,Event338
1503,1504,Jul,6,16:18:17,calvisitor-10-105-162-178,kernel,0,,ARPT: 740501.982555: wl0: MDNS: IPV6 Addr: fe80:0:0:0:c6b3:1ff:fecd:467f,ARPT: <*> wl0: MDNS: IPV6 Addr: <*>,Event407
1504,1505,Jul,6,16:29:37,calvisitor-10-105-162-178,kernel,0,,ARPT: 740504.547655: AirPort_Brcm43xx::syncPowerState: WWEN[enabled],ARPT: <*> AirPort_Brcm43xx::syncPowerState: WWEN[ enabled] ,Event375
1505,1506,Jul,6,16:29:37,calvisitor-10-105-162-178,kernel,0,,RTC: PowerByCalendarDate setting ignored,RTC: PowerByCalendarDate setting ignored,Event302
1506,1507,Jul,6,16:29:37,authorMacBook-Pro,networkd,195,,__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! QQ.10018 tc24283 119.81.102.227:80,<*> NETClientConnection evaluateCrazyIvan46] _block_invoke <*> - Hit by torpedo! <*> <*> <*>,Event367
1507,1508,Jul,6,16:29:42,authorMacBook-Pro,symptomsd,215,,-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.,-[ NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the0 primary key failed. Dropping the1 journal record.,Event359
1508,1509,Jul,6,16:29:42,authorMacBook-Pro,corecaptured,37102,,CCFile::captureLogRun() Exiting CCFile::captureLogRun,CCFile::captureLogRun() Exiting CCFile::captureLogRun,Event343
1509,1510,Jul,6,16:29:43,authorMacBook-Pro,corecaptured,37102,,CCFile::captureLogRun() Exiting CCFile::captureLogRun,CCFile::captureLogRun() Exiting CCFile::captureLogRun,Event343
1510,1511,Jul,6,16:29:48,authorMacBook-Pro,networkd,195,,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x8000000000000000 to 0x4,nw_nat64_post_new_ifstate successfully changed <*> ifstate from <*> to <*>,Event347
1511,1512,Jul,6,16:29:58,calvisitor-10-105-162-178,com.apple.CDScheduler,258,,Thermal pressure state: 0 Memory pressure state: 0,Thermal pressure0 state:0 <*> Memory pressure1 state:1 <*>,Event319
1512,1513,Jul,6,16:43:27,calvisitor-10-105-162-178,kernel,0,,in6_unlink_ifa: IPv6 address 0x77c911453a6db3ab has no prefix,in6_unlink_ifa: IPv6 address <*> has no prefix,Event366
1513,1514,Jul,6,16:43:37,calvisitor-10-105-162-178,com.apple.CDScheduler,258,,Thermal pressure state: 1 Memory pressure state: 0,Thermal pressure0 state:0 <*> Memory pressure1 state:1 <*>,Event319
1514,1515,Jul,6,17:23:42,calvisitor-10-105-162-178,kernel,0,,"ARPT: 740631.402908: IOPMPowerSource Information: onWake,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': 5802,","ARPT: <*> IOPMPowerSource Information: onWake, SleepType: Normal Sleep, 'ExternalConnected': <*> 'TimeRemaining': <*> ",Event266
1515,1516,Jul,6,17:23:43,calvisitor-10-105-162-178,sharingd,30299,,17:23:43.193 : Scanning mode Contacts Only,<*> : Scanning mode Contacts Only,Event223
1516,1517,Jul,6,17:23:46,calvisitor-10-105-162-178,QQ,10018,,"DB Error: 1 ""no such table: tb_c2cMsg_2658655094""","DB Error: <*> ""no such table: <*>",Event355
1517,1518,Jul,6,17:28:48,calvisitor-10-105-162-178,com.apple.xpc.launchd,1,com.apple.xpc.launchd.domain.pid.WebContent.37146,"Path not allowed in target domain: type = pid, path = /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/com.apple.Safari.History.xpc/Contents/MacOS/com.apple.Safari.History error = 147: The specified service did not ship in the requestor's bundle, origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc","Path not0 allowed <*> target domain: type <*> pid, path <*> <*> error <*> <*> The specified service did not1 ship <*> the requestor's bundle, origin <*> /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc",Event393
1518,1519,Jul,6,17:34:52,calvisitor-10-105-162-178,QQ,10018,,FA||Url||taskID[2019353659] dealloc,FA||Url||taskID[ <*> dealloc,Event370
1519,1520,Jul,6,17:48:02,calvisitor-10-105-162-178,locationd,82,,"NETWORK: requery, 0, 0, 0, 0, 302, items, fQueryRetries, 0, fLastRetryTimestamp, 521080983.6","NETWORK: requery, <*> <*> <*> <*> <*> items, fQueryRetries, <*> fLastRetryTimestamp, <*>",Event315
1520,1521,Jul,6,17:57:59,calvisitor-10-105-162-178,locationd,82,,"NETWORK: requery, 0, 0, 0, 0, 300, items, fQueryRetries, 0, fLastRetryTimestamp, 521081581.2","NETWORK: requery, <*> <*> <*> <*> <*> items, fQueryRetries, <*> fLastRetryTimestamp, <*>",Event315
1521,1522,Jul,6,18:05:46,calvisitor-10-105-162-178,WindowServer,184,,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,send_datagram_available_ping: pid <*> failed to act on a ping it dequeued before timing out.,Event391
1522,1523,Jul,6,18:07:04,calvisitor-10-105-162-178,iconservicesagent,328,,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: 0x7f995050b170>.,-[ ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: <*>,Event314
1523,1524,Jul,6,18:09:02,calvisitor-10-105-162-178,kernel,0,,Sandbox: com.apple.WebKit(9854) deny(1) file-read-data /private/etc/hosts,Sandbox: com.apple.WebKit(9854) deny(1) file-read-data /private/etc/hosts,Event224
1524,1525,Jul,6,18:09:43,calvisitor-10-105-162-178,QQ,10018,,FA||Url||taskID[2019353666] dealloc,FA||Url||taskID[ <*> dealloc,Event370
1525,1526,Jul,6,18:22:57,calvisitor-10-105-162-178,AirPlayUIAgent,415,,2017-07-06 06:22:57.163367 PM [AirPlayUIAgent] BecomingInactive: NSWorkspaceWillSleepNotification,<*> <*> PM [ AirPlayUIAgent] BecomingInactive: NSWorkspaceWillSleepNotification,Event225
1526,1527,Jul,6,18:22:57,calvisitor-10-105-162-178,QQ,10018,,2017/07/06 18:22:57.953 | I | VoipWrapper  | DAVEngineImpl.cpp:1400:Close             | close video chat. llFriendUIN = 1742124257.,<*> <*> <*> I <*> VoipWrapper <*> DAVEngineImpl.cpp:1400:Close <*> close video chat. llFriendUIN = <*>,Event329
1527,1528,Jul,6,18:23:11,calvisitor-10-105-162-178,com.apple.cts,43,,"com.apple.SoftwareUpdate.Activity: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 7518 seconds.  Ignoring.","<*> scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Event310
1528,1529,Jul,6,18:23:43,calvisitor-10-105-162-178,com.apple.cts,258,,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 258 seconds.  Ignoring.","<*> scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Event310
1529,1530,Jul,6,18:36:51,calvisitor-10-105-162-178,kernel,0,,[HID] [ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: Host (0x01),<*> HID] <*> ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: Host <*>,Event305
1530,1531,Jul,6,18:37:07,calvisitor-10-105-162-178,kernel,0,,Sandbox: com.apple.Addres(37204) deny(1) network-outbound /private/var/run/mDNSResponder,Sandbox: com.apple.Addres(37204) deny(1) network-outbound /private/var/run/mDNSResponder,Event226
1531,1532,Jul,6,18:37:20,calvisitor-10-105-162-178,kernel,0,,full wake request (reason 2) 30914 ms,full wake request (reason <*> <*> ms,Event227
1532,1533,Jul,6,18:37:30,calvisitor-10-105-162-178,sharingd,30299,,18:37:30.916 : BTLE scanner Powered Off,<*> : BTLE scanner Powered Off,Event232
1533,1534,Jul,6,18:37:37,calvisitor-10-105-162-178,QQ,10018,,############################## _getSysMsgList,############################## _getSysMsgList,Event295
1534,1535,Jul,6,18:50:29,calvisitor-10-105-162-178,kernel,0,,"ARPT: 744319.484045: wl0: wl_update_tcpkeep_seq: Original Seq: 1092633597, Ack: 2572586285, Win size: 4096",ARPT: <*> wl0: wl_update_tcpkeep_seq: Original Seq: <*> Ack: <*> Win size: <*>,Event228
1535,1536,Jul,6,18:50:29,calvisitor-10-105-162-178,com.apple.cts,43,,"com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 65594 seconds.  Ignoring.","<*> scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Event310
1536,1537,Jul,6,18:50:29,calvisitor-10-105-162-178,com.apple.cts,43,,"com.apple.SoftwareUpdate.Activity: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 5880 seconds.  Ignoring.","<*> scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Event310
1537,1538,Jul,6,18:50:29,calvisitor-10-105-162-178,com.apple.cts,258,,"com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 16680 seconds.  Ignoring.","<*> scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Event310
1538,1539,Jul,6,18:51:42,calvisitor-10-105-162-178,kernel,0,,kern_open_file_for_direct_io(0),kern_open_file_for_direct_io(0),Event229
1539,1540,Jul,6,19:04:07,calvisitor-10-105-162-178,QQ,10018,,############################## _getSysMsgList,############################## _getSysMsgList,Event295
1540,1541,Jul,6,19:04:07,calvisitor-10-105-162-178,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 12 unplug = 0,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route <*> <*> port <*> <*> unplug <*> <*>,Event357
1541,1542,Jul,6,19:04:46,calvisitor-10-105-162-178,com.apple.cts,258,,"com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 15823 seconds.  Ignoring.","<*> scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Event310
1542,1543,Jul,6,19:17:46,calvisitor-10-105-162-178,kernel,0,,Wake reason: RTC (Alarm),Wake reason: RTC (Alarm),Event410
1543,1544,Jul,6,19:17:46,calvisitor-10-105-162-178,sharingd,30299,,19:17:46.405 : BTLE scanner Powered Off,<*> : BTLE scanner Powered Off,Event232
1544,1545,Jul,6,19:17:46,calvisitor-10-105-162-178,kernel,0,,ARPT: 744472.877165: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],ARPT: <*> AirPort_Brcm43xx::platformWoWEnable: WWEN[ disable] ,Event285
1545,1546,Jul,6,19:18:27,calvisitor-10-105-162-178,com.apple.cts,258,,"com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 15002 seconds.  Ignoring.","<*> scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Event310
1546,1547,Jul,6,19:19:43,calvisitor-10-105-162-178,kernel,0,,ARPT: 744589.508896: wl0: setup_keepalive: Remote IP: 17.249.28.35,ARPT: <*> wl0: setup_keepalive: Remote IP: <*>,Event230
1547,1548,Jul,6,19:31:29,calvisitor-10-105-162-178,kernel,0,,"ARPT: 744593.160590: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 1529267953, Ack 4054195714, Win size 380",ARPT: <*> wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq <*> Ack <*> Win size <*>,Event309
1548,1549,Jul,6,19:31:29,calvisitor-10-105-162-178,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 12 unplug = 0,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route <*> <*> port <*> <*> unplug <*> <*>,Event357
1549,1550,Jul,6,19:31:29,calvisitor-10-105-162-178,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 12 unplug = 0,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route <*> <*> port <*> <*> unplug <*> <*>,Event357
1550,1551,Jul,6,19:31:29,calvisitor-10-105-162-178,kernel,0,,ARPT: 744595.284508: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],ARPT: <*> AirPort_Brcm43xx::platformWoWEnable: WWEN[ disable] ,Event285
1551,1552,Jul,6,19:31:39,calvisitor-10-105-162-178,com.apple.cts,258,,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 524667 seconds.  Ignoring.","<*> scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Event310
1552,1553,Jul,6,19:31:41,calvisitor-10-105-162-178,com.apple.cts,43,,"com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 63122 seconds.  Ignoring.","<*> scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Event310
1553,1554,Jul,6,19:31:49,calvisitor-10-105-162-178,com.apple.CDScheduler,258,,Thermal pressure state: 0 Memory pressure state: 0,Thermal pressure0 state:0 <*> Memory pressure1 state:1 <*>,Event319
1554,1555,Jul,6,19:31:49,calvisitor-10-105-162-178,com.apple.cts,258,,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 524657 seconds.  Ignoring.","<*> scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Event310
1555,1556,Jul,6,19:32:24,calvisitor-10-105-162-178,kernel,0,,ARPT: 744650.016431: wl0: MDNS: IPV6 Addr: 2607:f140:6000:8:f882:21d2:d1af:f093,ARPT: <*> wl0: MDNS: IPV6 Addr: <*>,Event407
1556,1557,Jul,6,19:45:06,calvisitor-10-105-162-178,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route <*> <*> port <*> <*> unplug <*> <*>,Event357
1557,1558,Jul,6,19:45:16,calvisitor-10-105-162-178,com.apple.cts,43,,"com.apple.SoftwareUpdate.Activity: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 2593 seconds.  Ignoring.","<*> scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Event310
1558,1559,Jul,6,19:45:26,calvisitor-10-105-162-178,com.apple.cts,258,,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 523840 seconds.  Ignoring.","<*> scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Event310
1559,1560,Jul,6,19:45:43,calvisitor-10-105-162-178,com.apple.cts,43,,"com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 62280 seconds.  Ignoring.","<*> scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Event310
1560,1561,Jul,6,19:58:57,calvisitor-10-105-162-178,kernel,0,,"PM response took 129 ms (10018, QQ)",PM response took <*> ms <*> QQ),Event231
1561,1562,Jul,6,20:03:04,calvisitor-10-105-162-178,kernel,0,,RTC: PowerByCalendarDate setting ignored,RTC: PowerByCalendarDate setting ignored,Event302
1562,1563,Jul,6,20:03:05,calvisitor-10-105-162-178,sharingd,30299,,20:03:05.179 : BTLE scanner Powered Off,<*> : BTLE scanner Powered Off,Event232
1563,1564,Jul,6,20:03:05,calvisitor-10-105-162-178,QQ,10018,,button report: 0x80039B7,button report: <*>,Event369
1564,1565,Jul,6,20:03:23,calvisitor-10-105-162-178,com.apple.AddressBook.InternetAccountsBridge,37261,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 1,dnssd_clientstub ConnectToServer: connect()-> No of tries: <*>,Event311
1565,1566,Jul,6,20:04:04,calvisitor-10-105-162-178,secd,276,,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}","SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error <*> ""Account identity0 not0 set"" UserInfo={NSDescription=Account identity1 not1 set}",Event405
1566,1567,Jul,6,20:05:04,calvisitor-10-105-162-178,WeChat,24144,,jemmytest,jemmytest,Event388
1567,1568,Jul,6,20:05:07,calvisitor-10-105-162-178,Safari,9852,,KeychainGetICDPStatus: status: off,KeychainGetICDPStatus: status: off,Event320
1568,1569,Jul,6,20:05:36,calvisitor-10-105-162-178,CalendarAgent,279,,[com.apple.calendar.store.log.caldav.queue] [Adding [<CalDAVAccountRefreshQueueableOperation: 0x7fa11d73f960; Sequence: 0>] to failed operations.],<*> com.apple.calendar.store.log.caldav.queue] <*> Adding <*> <CalDAVAccountRefreshQueueableOperation: <*> Sequence: <*> to failed operations.] ,Event233
1569,1570,Jul,6,20:14:33,calvisitor-10-105-162-178,QQ,10018,,FA||Url||taskID[2019353677] dealloc,FA||Url||taskID[ <*> dealloc,Event370
1570,1571,Jul,6,20:30:35,calvisitor-10-105-162-178,WindowServer,184,,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,send_datagram_available_ping: pid <*> failed to act on a ping it dequeued before timing out.,Event391
1571,1572,Jul,6,20:35:33,calvisitor-10-105-162-178,WeChat,24144,,jemmytest,jemmytest,Event388
1572,1573,Jul,6,20:38:15,calvisitor-10-105-162-178,locationd,82,,Location icon should now be in state 'Active',Location icon should now be in state 'Active',Event265
1573,1574,Jul,6,20:46:03,calvisitor-10-105-162-178,GoogleSoftwareUpdateAgent,37316,,"2017-07-06 20:46:03.869 GoogleSoftwareUpdateAgent[37316/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher start fetch from URL: ""https://tools.google.com/service/update2?cup2hreq=5e15fbe422c816bef7c133cfffdb516e16923579b9be2dfae4d7d8d211b25017&cup2key=7:780377214""",<*> <*> GoogleSoftwareUpdateAgent[ <*> [ lvl=2] -[ KSOutOfProcessFetcher0 beginFetchWithDelegate:] KSOutOfProcessFetcher1 start fetch from URL: <*>,Event249
1574,1575,Jul,6,20:53:41,calvisitor-10-105-162-178,locationd,82,,"NETWORK: requery, 0, 0, 0, 0, 291, items, fQueryRetries, 0, fLastRetryTimestamp, 521092126.3","NETWORK: requery, <*> <*> <*> <*> <*> items, fQueryRetries, <*> fLastRetryTimestamp, <*>",Event315
1575,1576,Jul,6,21:00:02,calvisitor-10-105-162-178,locationd,82,,"NETWORK: no response from server, reachability, 2, queryRetries, 2","NETWORK: no response from server, reachability, <*> queryRetries, <*>",Event234
1576,1577,Jul,6,21:03:09,calvisitor-10-105-162-178,WindowServer,184,,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,send_datagram_available_ping: pid <*> failed to act on a ping it dequeued before timing out.,Event391
1577,1578,Jul,6,21:08:02,calvisitor-10-105-162-178,Preview,11512,,"Page bounds {{0, 0}","Page bounds {{0, <*>",Event238
1578,1579,Jul,6,21:22:31,calvisitor-10-105-162-178,WeChat,24144,,Failed to connect (titleField) outlet from (MMSessionPickerChoosenRowView) to (NSTextField): missing setter or instance variable,Failed <*> connect (titleField) outlet from (MMSessionPickerChoosenRowView) <*> (NSTextField): missing setter or instance variable,Event235
1579,1580,Jul,6,22:05:30,calvisitor-10-105-162-178,CalendarAgent,279,,[com.apple.calendar.store.log.caldav.queue] [Account xpc_ben@163.com@https://caldav.163.com/caldav/principals/users/xpc_ben%40163.com/ timed out when executing operation: <CalDAVAccountRefreshQueueableOperation: 0x7fa11f9f2290; Sequence: 0>],<*> com.apple.calendar.store.log.caldav.queue] <*> Account xpc_ben@163.com@https://caldav.163.com/caldav/principals/users/xpc_ben%40163.com/ timed out when executing operation: <CalDAVAccountRefreshQueueableOperation: <*> Sequence: <*> ,Event236
1580,1581,Jul,6,22:26:19,calvisitor-10-105-162-178,WindowServer,184,,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,send_datagram_available_ping: pid <*> failed to act on a ping it dequeued before timing out.,Event391
